image,adult_males,subadult_males,adult_females,juveniles,pups,unknown
13.jpg,"[(864, 1799)]","[(1094, 2030), (799, 1950), (837, 1889), (995, 1721), (940, 1670)]","[(683, 2047), (731, 2032), (1083, 1998), (628, 1995), (1094, 1986), (1063, 1960), (598, 1956), (885, 1937), (773, 1937), (1092, 1928), (840, 1928), (826, 1922), (806, 1919), (853, 1910), (800, 1909), (871, 1868), (928, 1858), (833, 1849), (908, 1816), (920, 1806)]","[(1054, 2048), (697, 2037), (721, 2024), (1060, 2019), (1101, 1999), (653, 1981), (1106, 1978), (936, 1835), (920, 1831), (954, 1818), (875, 1774), (946, 1740), (983, 1732)]",[],"[(24, 1216), (120, 625)]"
14.jpg,"[(3148, 1239)]","[(3109, 1117)]",[],"[(2662, 1576), (2810, 1432), (2891, 1422), (3109, 1406), (3119, 1345), (3142, 1343), (3098, 1343), (3178, 1332), (3145, 1321), (3093, 1315), (3124, 1313), (3190, 1300), (2953, 1280), (3204, 1261), (3223, 1258), (3093, 1234), (3225, 1225), (2961, 1207), (3057, 1195), (3027, 1185), (3134, 1173), (3106, 1168), (3049, 1159), (3145, 1145), (2905, 1138), (3051, 1116), (3135, 1108)]",[],[]
15.jpg,"[(3006, 1730), (2701, 1530)]","[(2799, 1720), (2801, 1630), (2512, 1482)]","[(2614, 2155), (2806, 2089), (2790, 2084), (2792, 2041), (2888, 2019), (2800, 2004), (2656, 1986), (2924, 1938), (2803, 1911), (2856, 1905), (2961, 1904), (2947, 1895), (2734, 1873), (2506, 1843), (2672, 1741), (2488, 1721), (2599, 1694), (2623, 1688), (2658, 1677), (2549, 1569), (2680, 1544), (2769, 1517), (2651, 1504), (2649, 1478), (2395, 1478), (2574, 1462), (2717, 1456), (2510, 1395), (2301, 1361), (2282, 1332), (3385, 1255), (2552, 1237), (2533, 1228)]","[(2589, 2160), (2760, 2130), (2828, 2018), (2800, 1969), (2643, 1963), (2559, 1938), (2813, 1890), (2650, 1880), (2519, 1865), (2967, 1843), (2399, 1835), (2655, 1792), (2591, 1790), (2652, 1778), (2867, 1774), (2825, 1770), (2883, 1763), (2646, 1749), (2612, 1743), (2828, 1738), (2712, 1732), (2483, 1683), (2635, 1682), (2987, 1665), (2841, 1661), (3034, 1651), (2921, 1638), (2641, 1612), (2880, 1590), (2634, 1584), (2578, 1564), (2489, 1527), (2765, 1492), (2573, 1491), (2683, 1475), (2543, 1475), (2448, 1471), (2424, 1459), (2460, 1458), (2594, 1457), (2579, 1436), (2586, 1426), (2599, 1419), (2546, 1411), (2619, 1407), (2573, 1380), (2407, 1373), (2510, 1372), (2455, 1308), (3343, 1279), (2430, 1271), (2454, 1222), (3373, 1219), (2357, 1214), (3365, 1206), (3325, 1195)]",[],[]
16.jpg,"[(2443, 1500)]","[(2092, 1758)]","[(2498, 2115), (2329, 2097), (2296, 2054), (2444, 2013), (2851, 1997), (2379, 1989), (2396, 1987), (2719, 1970), (2161, 1965), (2039, 1965), (2214, 1958), (2371, 1957), (2296, 1957), (2703, 1936), (2614, 1883), (2030, 1835), (2492, 1777), (2060, 1769), (2554, 1767), (2075, 1757), (2064, 1750), (2049, 1736), (2284, 1656), (2576, 1649), (2349, 1600), (2618, 1579), (2385, 1568), (2487, 1562), (2430, 1526), (2535, 1513), (2431, 1468), (2458, 1448)]","[(2348, 2090), (2325, 2047), (2382, 2030), (2854, 2016), (2255, 1992), (2111, 1989), (1984, 1988), (2458, 1985), (2398, 1969), (2385, 1962), (2279, 1959), (2234, 1957), (2246, 1956), (2438, 1955), (2197, 1946), (2724, 1928), (2042, 1905), (2070, 1864), (2045, 1846), (2058, 1795), (2105, 1773), (2340, 1761), (2568, 1758), (2580, 1751), (2206, 1615), (2575, 1607), (2199, 1604), (2524, 1575), (2517, 1569), (2347, 1568), (2268, 1567), (2569, 1548), (2423, 1544), (2523, 1535), (2449, 1518)]",[],[]
17.jpg,"[(2534, 2133), (1576, 2044), (1342, 1842), (1452, 1800)]","[(1804, 1980), (1970, 1927), (1936, 1918), (1280, 1817)]","[(1940, 2230), (1988, 2185), (2163, 2172), (2365, 2171), (1841, 2170), (2314, 2164), (2184, 2163), (1864, 2163), (2120, 2160), (2166, 2158), (2248, 2151), (2191, 2151), (2102, 2128), (2344, 2120), (2209, 2118), (2308, 2113), (2150, 2101), (2180, 2094), (1479, 2092), (1492, 2090), (1443, 2076), (1501, 2066), (1434, 2065), (1453, 2021), (1425, 1989), (1677, 1980), (1659, 1973), (1637, 1969), (1388, 1961), (2020, 1960), (1651, 1960), (1965, 1940), (1668, 1933), (1425, 1926), (1327, 1926), (1310, 1925), (1892, 1916), (1356, 1910), (1291, 1910), (1406, 1909), (2023, 1901), (2056, 1899), (1984, 1899), (1269, 1899), (1291, 1896), (1244, 1895), (1466, 1883), (1268, 1880), (1503, 1868), (1697, 1860), (1298, 1851), (1728, 1847), (1244, 1847), (1682, 1843), (1288, 1839), (1371, 1809), (1317, 1804), (1357, 1803), (1252, 1801), (1335, 1784)]","[(2093, 2157), (2049, 2144), (2287, 2137), (2072, 2127), (1505, 2108), (1508, 2049), (1579, 2025), (1685, 2018), (1669, 2004), (1650, 1999), (1476, 1996), (1864, 1974), (1672, 1956), (1462, 1922), (1799, 1881), (1247, 1863), (1480, 1857), (1317, 1814)]",[],[]
18.jpg,"[(4256, 3365), (4859, 3174)]","[(4270, 3457), (5326, 1929), (5267, 1898)]",[],[],[],"[(2902, 1070)]"
19.jpg,"[(3195, 2063), (2953, 1073), (2001, 843), (2880, 717), (2497, 483), (2332, 413), (2954, 131)]","[(2676, 1748), (2766, 1286), (2069, 890)]","[(1768, 928), (2090, 896), (2053, 884), (2036, 878), (2019, 872), (2403, 531), (2395, 509), (2425, 487), (2368, 457), (2415, 450), (2484, 444), (2523, 433), (2405, 429), (2388, 429), (2470, 423), (2507, 403), (2483, 395), (2531, 394), (2377, 380), (2345, 358), (2404, 357), (2427, 355), (2384, 354), (2440, 334), (2544, 329), (2389, 324), (2331, 322), (2474, 319), (2306, 319), (2549, 306), (2476, 281), (2540, 272), (2505, 219), (2410, 213)]","[(2389, 522), (2378, 505), (2413, 477), (2375, 441), (2429, 431), (2573, 403), (2353, 388), (2491, 376), (2388, 370), (2364, 369), (2487, 354), (2373, 339), (2403, 329), (2463, 316), (2435, 312), (2363, 312), (2254, 312), (2467, 302), (2338, 298), (2432, 292), (2344, 281), (2288, 281), (2433, 278), (2362, 268)]","[(2520, 234)]","[(3428, 2028), (3425, 2018), (3416, 2010), (3409, 2003), (3399, 1992), (3391, 1982), (3387, 1976), (3368, 1959)]"
20.jpg,"[(1882, 2547), (3368, 2128), (2762, 2098), (2618, 1930), (2152, 1786), (3076, 1714), (2209, 1268)]","[(2190, 2624), (1977, 2619), (2136, 2602), (3020, 2503), (1935, 2463), (2030, 2425), (1907, 2397), (1966, 2391), (1962, 2330), (1902, 2240), (2742, 2185), (2621, 2185), (3134, 2059), (2542, 1932), (2899, 1446), (2824, 1356), (2180, 1278), (2363, 1222), (2524, 1216), (1987, 1118), (1878, 804)]","[(2164, 2649), (1969, 2631), (2128, 2584), (1922, 2453), (2002, 2427), (2696, 2381), (1906, 2377), (1979, 2372), (1947, 2331), (3301, 2275), (1926, 2260), (2937, 2241), (3215, 2222), (3246, 2146), (3291, 2086), (3190, 2078), (3148, 2001), (2901, 1995), (3109, 1915), (3111, 1865), (3204, 1818), (3247, 1800), (2945, 1798), (2895, 1625), (3049, 1576), (2801, 1530), (2710, 1487), (2923, 1387), (2535, 1367), (3271, 734), (3273, 702)]","[(3335, 2208), (3341, 2149), (3306, 2097), (3197, 1758)]","[(2052, 2472)]","[(2447, 2662), (2417, 2659), (2430, 2658), (2409, 2658)]"
22.jpg,"[(4489, 1679)]","[(3609, 2222)]",[],"[(4594, 1790), (4644, 1739), (4699, 1685), (4714, 1618), (4594, 1525)]",[],"[(1624, 1376), (1663, 1267), (1360, 954), (771, 832), (552, 760), (301, 607), (528, 535), (1735, 450), (239, 422), (967, 380), (4984, 181), (2651, 0), (2434, 0)]"
23.jpg,"[(2717, 2125)]",[],"[(2945, 2181)]","[(2916, 2170), (2892, 2154), (2920, 2153), (2970, 2146), (2939, 2131), (3787, 1309)]",[],[]
24.jpg,"[(3953, 3498), (4502, 2262), (4243, 2003), (2800, 1009)]","[(2592, 2373), (2481, 319)]",[],[],[],[]
25.jpg,"[(2885, 563)]","[(2533, 1894), (3001, 1057)]",[],[],[],[]
26.jpg,[],"[(732, 3043), (990, 2755), (873, 2747), (1186, 2642), (719, 2446), (848, 2363), (2911, 1891), (2752, 1573)]",[],"[(715, 2817), (836, 2548), (762, 2401), (2841, 1395)]",[],"[(2117, 3143), (1719, 3112), (7, 2961), (1999, 2880), (1775, 2839), (0, 2674), (2015, 2470), (2452, 2408), (2452, 1683), (2303, 1567), (2727, 1325), (1569, 1215), (2384, 1107), (2821, 1091), (2073, 863), (3800, 340)]"
27.jpg,"[(1877, 2066)]","[(2525, 2342), (2654, 2327), (2514, 2079), (1967, 1827)]",[],"[(2304, 2736), (2052, 2735), (2255, 2710), (1979, 2615), (2554, 2515), (2636, 2429), (2560, 2238), (2153, 2197)]",[],"[(5124, 3508), (3643, 2857), (3915, 2813), (3224, 1821), (4185, 467)]"
28.jpg,"[(2248, 1649), (2358, 1366)]",[],[],[],[],"[(4839, 3083)]"
29.jpg,"[(1100, 2439), (1293, 2268), (2636, 1799), (2826, 1760)]","[(2916, 1771), (3337, 1657), (3015, 1622), (3080, 1442)]","[(865, 2506), (1091, 2491), (1162, 2465), (1128, 2395), (1325, 2315), (1303, 2297), (2589, 1791), (2875, 1776), (2736, 1774), (2592, 1769), (2852, 1763), (2658, 1759), (2523, 1756), (3007, 1755), (2618, 1752), (3027, 1744), (3070, 1740), (2581, 1737), (2551, 1729), (3094, 1723), (2731, 1709), (3168, 1689), (2586, 1684), (3300, 1681), (2651, 1680), (2689, 1669), (3347, 1635), (3252, 1634), (3150, 1630), (2696, 1628), (2756, 1626), (3378, 1609), (3131, 1607), (3427, 1582), (2741, 1581), (3016, 1472), (3045, 1463), (3150, 1443), (2581, 1390), (3176, 1373), (3186, 1276), (3122, 1209), (3153, 1167), (3318, 1148)]","[(864, 2531), (1235, 2369), (2633, 1762), (2710, 1747), (3045, 1739), (2563, 1722), (3060, 1715), (2668, 1690), (3098, 1630), (3355, 1615), (3325, 1602), (3417, 1560), (2678, 1542), (2993, 1486), (3114, 1160)]",[],[]
31.jpg,"[(2194, 2036), (3280, 1936), (2453, 1901)]","[(3425, 1846), (3538, 1823)]","[(2211, 2086), (2137, 2064), (2213, 2050), (2379, 2032), (3258, 2010), (2214, 2009), (3222, 1976), (3345, 1915), (3362, 1896), (2492, 1873), (3530, 1865), (3252, 1864), (3135, 1844), (2522, 1838), (2594, 1829), (3047, 1802), (2645, 1801), (2622, 1789), (2636, 1717), (3032, 1678)]","[(2521, 2285), (2534, 2145), (2409, 2123), (2180, 2097), (3198, 2078), (2235, 2076), (3145, 2068), (3242, 2059), (2258, 2057), (2121, 2057), (2131, 2053), (2289, 2043), (2150, 2042), (2309, 2037), (3258, 2035), (3110, 2035), (2160, 2032), (2119, 2032), (2253, 2030), (2472, 2029), (3080, 2012), (2977, 2009), (3169, 2006), (2286, 2006), (2442, 2001), (2042, 2000), (3548, 1993), (2607, 1991), (2030, 1991), (2324, 1989), (3265, 1988), (2108, 1985), (2070, 1982), (3165, 1977), (2321, 1964), (3310, 1950), (2415, 1938), (3224, 1931), (2497, 1931), (2372, 1928), (3153, 1922), (2517, 1908), (3142, 1897), (3532, 1894), (2538, 1893), (3252, 1889), (3329, 1885), (3506, 1884), (3444, 1874), (3087, 1872), (3205, 1868), (3270, 1864), (2543, 1862), (3303, 1860), (2567, 1848), (2580, 1840), (3279, 1838), (3308, 1832), (3618, 1830), (2518, 1830), (2618, 1822), (3383, 1821), (3260, 1813), (3475, 1809), (3643, 1805), (3679, 1804), (3309, 1802), (3291, 1797), (3534, 1795), (3522, 1780), (2616, 1776), (2645, 1773), (3574, 1766), (2610, 1760), (2621, 1750), (3020, 1610)]","[(2232, 2006)]",[]
32.jpg,"[(2504, 2838), (4271, 2735), (3229, 2641), (2330, 2534), (3435, 2516), (3126, 2494), (2898, 2366), (3339, 2269), (3069, 2109), (2590, 2051), (3533, 1887), (2830, 1821), (2983, 1760), (2688, 1709), (3248, 1509), (2924, 1471), (4433, 738), (4379, 444)]","[(3848, 2243), (4013, 1833), (4502, 1225), (4607, 1166), (4318, 923), (4416, 551)]","[(3631, 2897), (3430, 2887), (2721, 2879), (3513, 2878), (2893, 2875), (2452, 2860), (3407, 2850), (3607, 2847), (2884, 2840), (3723, 2839), (3566, 2819), (3515, 2819), (2666, 2795), (3379, 2789), (2817, 2785), (3692, 2775), (3046, 2775), (2588, 2764), (2947, 2763), (3596, 2760), (3458, 2752), (3313, 2738), (2913, 2729), (3458, 2707), (3697, 2706), (2612, 2703), (2848, 2695), (3651, 2691), (3368, 2662), (2783, 2649), (3639, 2627), (2926, 2624), (2684, 2617), (3268, 2608), (2478, 2602), (2850, 2601), (2655, 2589), (3558, 2585), (2230, 2575), (3658, 2560), (2576, 2536), (2677, 2505), (2768, 2500), (3335, 2490), (3532, 2468), (3217, 2466), (2544, 2454), (3436, 2447), (3361, 2430), (2448, 2426), (3116, 2420), (3204, 2404), (3224, 2377), (2543, 2377), (3362, 2374), (3143, 2368), (3001, 2366), (2363, 2351), (3567, 2348), (3439, 2347), (2432, 2347), (2424, 2323), (2671, 2313), (3480, 2311), (3051, 2291), (2974, 2289), (2516, 2288), (2708, 2287), (2458, 2284), (2823, 2263), (3405, 2262), (2784, 2241), (3456, 2239), (2560, 2233), (2883, 2199), (2697, 2195), (2418, 2193), (2473, 2173), (3319, 2159), (2547, 2153), (2761, 2128), (2650, 2126), (2875, 2113), (3348, 2087), (2478, 2078), (3281, 2070), (3116, 2055), (3185, 2054), (2822, 2053), (2686, 2049), (2900, 2046), (3143, 2017), (2644, 2009), (2748, 2002), (2465, 1988), (3302, 1985), (2944, 1968), (2515, 1959), (3392, 1955), (3049, 1938), (2813, 1936), (3548, 1935), (3282, 1918), (3187, 1916), (3353, 1899), (2528, 1893), (2822, 1891), (3104, 1890), (2866, 1882), (3029, 1872), (2784, 1869), (2639, 1869), (3187, 1867), (3342, 1848), (2705, 1844), (2687, 1844), (3105, 1838), (2775, 1834), (3034, 1818), (2925, 1809), (3204, 1805), (3515, 1784), (3440, 1778), (3291, 1756), (3021, 1749), (2914, 1736), (3334, 1729), (3148, 1715), (3080, 1715), (3287, 1712), (3421, 1681), (2897, 1681), (2982, 1670), (2271, 1649), (3307, 1647), (2739, 1647), (3299, 1605), (2908, 1601), (3161, 1599), (3101, 1597), (3007, 1585), (3057, 1580), (3182, 1544), (2974, 1531), (3031, 1515), (3117, 1514), (3037, 1459), (2966, 1447), (4518, 1161), (4403, 1077), (4668, 1056), (4343, 1029), (4521, 817), (4650, 745), (4283, 674), (4615, 667), (4513, 638), (4487, 592), (4527, 446)]","[(2683, 2809), (3436, 2325), (3156, 2297), (2462, 2260), (3432, 2236), (3363, 2228), (3380, 2224), (2999, 2122), (3280, 2087), (2496, 2072), (3415, 2009), (3311, 2008), (2947, 1990), (2685, 1962), (3273, 1936), (2520, 1916), (3402, 1685), (2818, 1653)]","[(3670, 2918), (3428, 2905), (2742, 2877), (3740, 2862), (3668, 2856), (2870, 2851), (3519, 2843), (3384, 2839), (3637, 2824), (3453, 2806), (3696, 2799), (3492, 2783), (3624, 2772), (2800, 2765), (2595, 2747), (2739, 2724), (3634, 2722), (3314, 2712), (3715, 2703), (2866, 2690), (2621, 2682), (3580, 2667), (2882, 2652), (2663, 2634), (2699, 2617), (3286, 2589), (3583, 2577), (2707, 2496), (2684, 2479), (3528, 2447), (3445, 2421), (2465, 2421), (3377, 2414), (2566, 2386), (3011, 2359), (3355, 2352), (3227, 2349), (3042, 2313), (2980, 2275), (2718, 2275), (2852, 2264), (3127, 2252), (3006, 2247), (2585, 2238), (2796, 2228), (2680, 2202), (2446, 2198), (2998, 2197), (2918, 2196), (3250, 2182), (2489, 2179), (3022, 2178), (3344, 2171), (3271, 2157), (2750, 2148), (2526, 2144), (2899, 2110), (2661, 2068), (3347, 2067), (3131, 2066), (2629, 2030), (2886, 2024), (3322, 2023), (3213, 2022), (2780, 2004), (3148, 1998), (3409, 1996), (3406, 1972), (2621, 1972), (3168, 1964), (3078, 1939), (3532, 1928), (3204, 1917), (3008, 1912), (2796, 1904), (3080, 1890), (2936, 1883), (3154, 1880), (2951, 1868), (3046, 1862), (2623, 1843), (3356, 1841), (3095, 1838), (3219, 1835), (2949, 1818), (3058, 1816), (3290, 1786), (3499, 1785), (3330, 1746), (3096, 1737), (3154, 1734), (2940, 1721), (2941, 1689), (3222, 1677), (3254, 1674), (2739, 1674), (3325, 1672), (2887, 1664), (3128, 1654), (3054, 1614), (2919, 1613), (3090, 1606), (3200, 1596), (3283, 1595), (2993, 1582), (3130, 1563), (2977, 1546), (3194, 1536), (3045, 1533), (3089, 1529), (3043, 1448)]","[(2776, 2891), (2790, 2887), (4676, 401), (4661, 391)]"
33.jpg,[],"[(4003, 2582)]","[(3820, 2800), (4208, 2781), (3945, 2762), (3736, 2754), (3865, 2752), (3900, 2742), (3809, 2727), (3675, 2721), (3780, 2674), (3852, 2673), (3835, 2623), (3988, 2617), (4089, 2608), (3784, 2603), (4033, 2569), (4221, 2566), (3992, 2532), (4173, 2525)]","[(3759, 2777), (3881, 2713), (3979, 2707), (3881, 2676), (4044, 2651), (3928, 2619), (4109, 2588), (4132, 2584)]",[],[]
35.jpg,"[(2844, 2748), (2966, 1723), (3022, 709), (3030, 126)]","[(3011, 1279)]",[],[],[],"[(4928, 591), (4260, 563), (4563, 292), (4791, 281), (4450, 103)]"
36.jpg,"[(1474, 2111), (1542, 1912), (1567, 1742), (1534, 1615), (1539, 1489), (1598, 1043), (1521, 707), (1380, 585)]","[(1433, 1906), (1467, 1823), (1456, 1735), (1449, 1666), (1638, 1589), (1476, 1588), (1586, 1548), (1554, 1406), (1585, 1354), (1532, 1328), (1601, 1303), (1567, 1244), (1572, 1211), (1448, 1203), (1602, 1200), (1532, 1006), (1649, 777)]",[],[],[],"[(4311, 2139), (4318, 1424), (3761, 1253), (3335, 1008), (3179, 951), (4648, 479), (5434, 360)]"
37.jpg,"[(3241, 2033)]","[(3693, 2332), (3774, 2228)]","[(3456, 2058), (3424, 2021), (3706, 1999), (3645, 1941), (3728, 1932)]",[],[],[]
38.jpg,"[(2631, 1785), (2867, 607), (2732, 559)]",[],"[(2714, 1873), (2636, 1816), (2589, 1816), (2574, 1792), (2575, 1757), (2520, 1741), (2587, 1718), (2548, 1718), (2669, 586), (2652, 581), (2766, 573), (2634, 572), (2713, 569), (2748, 557), (2672, 541), (2761, 535), (2567, 532), (2718, 526), (2635, 526), (2740, 524), (2563, 518), (2674, 516), (2758, 513), (2766, 495), (2731, 494), (2742, 488), (2515, 484), (2752, 473), (2508, 459), (2733, 450), (2475, 434), (2779, 429), (2785, 416)]",[],[],[]
39.jpg,"[(2319, 3321), (2012, 3210), (2452, 2321), (2550, 1716), (2325, 1653), (2619, 1485), (2432, 1085), (3011, 831), (2597, 587), (2417, 454)]","[(2276, 3300), (2700, 2427), (2309, 2376), (2580, 2326), (2511, 2188), (2390, 1911), (2857, 1847), (2766, 1831), (2572, 1626), (2618, 1556), (2905, 1546), (2488, 1473), (2457, 1348), (2711, 915)]","[(2559, 3268), (2484, 2254), (2544, 2116), (2754, 2066), (2643, 2062), (2494, 2033), (2712, 2017), (2773, 2005), (2709, 1989), (2738, 1868), (2690, 1863), (2723, 1778), (2722, 1749), (2653, 1538), (2663, 1510), (2724, 1424), (2384, 1217), (3094, 1198), (2351, 1152), (2361, 1123), (2330, 1084), (2375, 1076), (3059, 1043), (2370, 1033), (2329, 975), (2428, 973), (2382, 881), (2535, 834), (2475, 820), (2409, 767), (2318, 766), (2888, 736), (2772, 736), (3023, 703), (2972, 700), (2567, 694), (2987, 680), (2944, 658), (2841, 637), (2923, 630), (3083, 629), (2976, 620), (2869, 619), (2895, 613), (3096, 594), (2825, 586), (2963, 584), (2997, 583), (2878, 575), (2857, 561), (3033, 548), (2968, 533), (3068, 530), (3079, 491), (3057, 478), (2988, 476), (3028, 475), (2960, 464), (2951, 446), (3005, 436), (3044, 404), (3049, 341)]","[(2356, 3322), (2537, 3302), (3036, 691), (3080, 678), (3057, 568), (2960, 492), (3094, 445), (2981, 437), (3072, 423), (3094, 415)]","[(2692, 1548), (2680, 1493), (2742, 1433), (2368, 1208), (2316, 1149), (2348, 1135), (2374, 1107), (2350, 1074), (2352, 1009), (2328, 997), (2429, 953), (2367, 894), (2529, 855), (2460, 830), (2992, 630)]","[(2968, 1618), (3332, 1315), (3500, 1231), (3358, 484), (4072, 371), (3332, 337), (4733, 301), (3429, 139)]"
40.jpg,"[(702, 1571), (1015, 1136)]","[(1086, 1007), (1276, 969)]","[(935, 1587), (678, 1583), (885, 1561), (948, 1549), (720, 1545), (725, 1510), (882, 1494), (745, 1494), (902, 1473), (757, 1463), (717, 1462), (760, 1444), (781, 1434), (976, 1427), (737, 1423), (770, 1386), (963, 1381), (794, 1381), (792, 1352), (841, 1351), (823, 1320), (849, 1313), (1008, 1304), (1164, 1292), (1084, 1291), (1036, 1271), (930, 1217), (946, 1196), (980, 1157), (1222, 1146), (1036, 1122), (1459, 1095), (1019, 1089), (1258, 1085), (1024, 1070), (1044, 1063), (1449, 1053), (1107, 1050), (1320, 1045), (1450, 1034), (1204, 1016), (1366, 1013), (1168, 991), (1088, 986), (1205, 984), (1108, 968), (1190, 946), (1405, 942), (1124, 940), (1294, 927), (1189, 920), (1493, 917), (1134, 917), (1259, 916), (1280, 862), (1293, 826), (1343, 802), (1485, 793), (1471, 748), (1558, 746), (1586, 729), (1539, 699)]","[(859, 1476), (766, 1411), (952, 1181), (1351, 1111), (1370, 1101), (1283, 880), (1464, 700)]",[],[]
41.jpg,"[(2749, 2516), (3110, 2349), (2293, 2315), (2570, 2169), (3256, 2089), (2775, 1969), (2914, 1836), (3314, 1815), (3360, 1639), (2741, 1577), (3107, 1543), (3429, 1329), (3059, 1246), (3487, 1237), (3219, 992)]",[],"[(2960, 2561), (3049, 2550), (2981, 2536), (3052, 2497), (2940, 2491), (2975, 2480), (3001, 2469), (2949, 2464), (3045, 2440), (2975, 2432), (2999, 2382), (2960, 2378), (3056, 2371), (2887, 2360), (3156, 2332), (2933, 2329), (3046, 2308), (2843, 2306), (3143, 2304), (3108, 2279), (2909, 2277), (3168, 2264), (3074, 2252), (2980, 2231), (3131, 2220), (3053, 2213), (2958, 2190), (3181, 2187), (2918, 2183), (3119, 2139), (3174, 2114), (3184, 2085), (3048, 2083), (3159, 2062), (3128, 2032), (3194, 2030), (3037, 2025), (3168, 2013), (3135, 1991), (3242, 1990), (3193, 1986), (3070, 1978), (3257, 1929), (3135, 1908), (3243, 1905), (3289, 1902), (3203, 1883), (3247, 1844), (3147, 1843), (3029, 1797), (3163, 1791), (3201, 1788), (3271, 1783), (3177, 1738), (3309, 1735), (3263, 1728), (3297, 1719), (3328, 1705), (3056, 1704), (2995, 1701), (3050, 1673), (3292, 1672), (3241, 1661), (3298, 1540), (3359, 1496), (3397, 1450), (3459, 1449), (3248, 1432), (3453, 1389), (3437, 1383), (3467, 1380), (3501, 1375), (3420, 1371), (3381, 1365), (3205, 1364), (3064, 1320), (3301, 1264), (3420, 1257), (3338, 1244), (3211, 1236), (3532, 1189), (3178, 1174), (3506, 1172), (3356, 1168), (3527, 1162)]","[(2922, 2514), (3081, 2421), (3015, 2240), (2946, 2235), (3143, 2197), (3118, 2194), (3021, 2028), (3293, 1934), (3188, 1920), (3199, 1841), (3267, 1638), (3425, 1481), (3486, 1422), (3424, 1406), (3388, 1391), (3414, 1290), (3366, 1226), (3485, 1170)]","[(2977, 2576), (2833, 2530), (2913, 2520), (2971, 2509), (3015, 2499), (3039, 2484), (2987, 2477), (3028, 2422), (2968, 2410), (2779, 2373), (2940, 2369), (3011, 2364), (3035, 2357), (3008, 2296), (3173, 2248), (3111, 2220), (3101, 2201), (3145, 2113), (3114, 2113), (3050, 2100), (2500, 2094), (3087, 2088), (3131, 2067), (3142, 2048), (2343, 2048), (3084, 2044), (2490, 2038), (3052, 2036), (3185, 2015), (3197, 2013), (2271, 2009), (3259, 1980), (3105, 1975), (3186, 1961), (3152, 1936), (3229, 1917), (3179, 1894), (3097, 1892), (3126, 1868), (3275, 1858), (3230, 1840), (3021, 1829), (3135, 1783), (3271, 1759), (3205, 1758), (3155, 1742), (3239, 1721), (3259, 1687), (3279, 1539), (3338, 1482), (3206, 1438), (3370, 1424), (3057, 1424), (3030, 1311), (3062, 1295), (3220, 1265), (3125, 1218), (3181, 1208), (3111, 1190)]",[]
42.jpg,"[(4940, 2506), (4973, 1930), (4816, 1883), (4456, 1624), (4337, 1512), (4274, 466), (4878, 317)]","[(3617, 1716), (4010, 1641), (4337, 1605), (3653, 1449)]","[(3832, 1686), (4319, 1658), (4198, 1643), (4387, 1634), (3782, 1631), (4138, 1628), (4220, 1624), (4421, 1590), (4603, 1553), (4199, 570)]","[(4175, 546)]",[],[]
